promo_group_id,promo_name,promo_type,start_date,end_date,target_kit_id,target_kit_ids,platform_name,condition_qty,gift_qty,gift_kit_id
G_0137,MIMI 퍼퓸 | 드레스퍼퓸,Q_BASED,2024-06-05,2024-06-07,B594363332,{B594363332},옥션,1,1,
G_0138,MIMI 모먼트 | 핸드워시,Q_BASED,2024-06-07,2024-06-10,45427729,{45427729},홈앤쇼핑,1,1,
G_0139,FRAIJOUR | 약쑥수분크림,Q_BASED,2024-06-11,2024-06-12,1686066496,{1686066496},G마켓,1,1,
G_0140,BATHPA | 바쓰솔트,Q_BASED,2024-06-15,2024-06-17,1402797709,{1402797709},G마켓,1,1,
G_0141,MIMI 모먼트 | 핸드워시,Q_BASED,2024-06-15,2024-06-17,1621412261,{1621412261},G마켓,1,1,
G_0142,PEDISON 바디 | 여성청결제,Q_BASED,2024-06-14,2024-06-17,483648529,{483648529},G마켓,1,1,
G_0143,PEDISON 바디 | 여성청결제,Q_BASED,2024-06-12,2024-06-13,B377660277,{B377660277},옥션,1,1,
G_0144,BATHPA | 바쓰솔트,PRICE_ONLY,2024-06-13,2024-06-14,B581099953,{B581099953},옥션,1,0,
G_0145,BORDO | 풋마스크,PRICE_ONLY,2024-06-16,2024-06-17,B307002308,{B307002308},옥션,1,0,
G_0146,ROERANCE | 바디미스트,Q_BASED,2024-06-11,2024-06-12,832114998,{832114998},G마켓,1,1,
G_0147,BATHPA | 스크럽워시,PRICE_ONLY,2024-06-11,2024-06-12,2397735259,{2397735259},G마켓,1,0,
G_0148,PEDISON 바디 | 데오드바디,PRICE_ONLY,2024-06-11,2024-06-12,1835943962,{1835943962},G마켓,1,0,
G_0149,BATHPA | 스크럽워시,PRICE_ONLY,2024-06-14,2024-06-17,C561340751,{C561340751},옥션,1,0,
G_0150,ROERANCE | 바디미스트,Q_BASED,2024-06-14,2024-06-16,B619607455,{B619607455},옥션,2,1,
G_0151,FRAIJOUR | 약쑥수분크림,Q_BASED,2024-06-12,2024-06-13,B723611242,{B723611242},옥션,1,1,
G_0152,VALMONA | 서리태 샴푸,Q_BASED,2024-06-12,2024-06-13,35429494002,"{35429494002,35429494003,35429494001}",GS이숍,1,1,
G_0153,BATHPA | 스크럽워시,PRICE_ONLY,2024-06-18,2024-06-19,C561340751,{C561340751},옥션,1,0,
G_0154,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-06-20,2024-06-21,1692731979,{1692731979},G마켓,1,0,
G_0155,PEDISON 바디 | 여성청결제,PRICE_ONLY,2024-06-21,2024-06-24,483648529,{483648529},G마켓,1,0,
G_0156,BATHPA | 스크럽워시,PRICE_ONLY,2024-06-22,2024-06-24,2397735259,{2397735259},G마켓,1,0,
G_0157,PEDISON 바디 | 여성청결제,PRICE_ONLY,2024-06-20,2024-06-24,B377660277,{B377660277},옥션,1,0,
G_0158,MIMI 모먼트 | 핸드워시,Q_BASED,2024-06-20,2024-06-24,B722843500,{B722843500},옥션,2,1,
G_0159,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-06-21,2024-06-24,B722843500,{B722843500},옥션,1,0,
G_0160,BATHPA | 바스솔트,Q_BASED,2024-06-21,2024-06-24,B581099953,{B581099953},옥션,1,1,
G_0161,ROERANCE | 바디미스트,Q_BASED,2024-06-25,2024-06-26,B619607455,{B619607455},옥션,2,1,
G_0162,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-06-25,2024-06-26,B722843500,{B722843500},옥션,1,0,
G_0163,BORDO | 풋팩,PRICE_ONLY,2024-06-24,2024-06-25,1501818790,{1501818790},G마켓,1,0,
G_0164,MIMI 모먼트 | 핸드워시,Q_BASED,2024-06-26,2024-06-27,1621412261,{1621412261},G마켓,1,1,
G_0165,PEDISON 바디 | 데오드바디,Q_BASED,2024-06-27,2024-06-28,1835943962,{1835943962},G마켓,2,1,
G_0166,PEDISON 바디 | 여성청결제,Q_BASED,2024-06-28,2024-07-01,483648529,{483648529},G마켓,2,1,
G_0167,BORDO | 풋팩,PRICE_ONLY,2024-06-29,2024-07-01,1501818790,{1501818790},G마켓,1,0,
G_0168,PEDISON 바디 | 여성청결제,Q_BASED,2024-06-29,2024-07-01,B377660277,{B377660277},옥션,2,1,
G_0169,FRAIJOUR | 약쑥 토너,Q_BASED,2024-06-21,2024-06-24,21606783003,{21606783003},GS이숍,1,1,
G_0170,ROERANCE | 바디미스트,Q_BASED,2024-06-25,2024-06-26,36368524001,"{36368524001,36368524002,36368524004,36368524006,36368524008,36368524009,36368524010,36368524011}",GS이숍,2,1,
G_0171,BATHPA | 스크럽워시,PRICE_ONLY,2024-07-02,2024-07-03,2397735259,{2397735259},G마켓,1,0,
G_0172,ROERANCE | 바디미스트,Q_BASED,2024-07-02,2024-07-03,832114998,{832114998},G마켓,1,1,
G_0173,PEDISON 바디 | 데오드바디,Q_BASED,2024-07-04,2024-07-05,1835943962,{1835943962},G마켓,2,1,
G_0174,BATHPA | 바스솔트,Q_BASED,2024-07-07,2024-07-08,1402797709,{1402797709},G마켓,1,1,
G_0175,PEDISON 바디 | 데오드바디,Q_BASED,2024-07-07,2024-07-08,1835943962,{1835943962},G마켓,2,1,
G_0176,BORDO | 풋팩,PRICE_ONLY,2024-07-01,2024-07-02,B307002308,{B307002308},옥션,1,0,
G_0177,MIMI 모먼트 | 핸드워시,Q_BASED,2024-07-03,2024-07-05,B722843500,{B722843500},옥션,2,1,
G_0178,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-07-06,2024-07-08,B687962411,{B687962411},옥션,1,0,
G_0179,ROERANCE | 바디미스트,Q_BASED,2024-07-08,2024-07-10,832114998,{832114998},G마켓,1,1,
G_0180,BATHPA | 스크럽워시,PRICE_ONLY,2024-07-09,2024-07-10,C561340751,{C561340751},옥션,1,0,
G_0181,PEDISON 바디 | 여성청결제,Q_BASED,2024-07-09,2024-07-10,483648529,{483648529},G마켓,2,1,
G_0182,BATHPA | 스크럽워시,PRICE_ONLY,2024-07-11,2024-07-12,2397735259,{2397735259},G마켓,1,0,
G_0183,BORDO | 풋팩,PRICE_ONLY,2024-07-10,2024-07-11,1501818790,{1501818790},G마켓,1,0,
G_0184,MIMI 모먼트 | 핸드워시,Q_BASED,2024-07-13,2024-07-15,B722843500,{B722843500},옥션,2,1,
G_0185,PEDISON 바디 | 데오드바디,Q_BASED,2024-07-14,2024-07-15,1835943962,{1835943962},G마켓,2,1,
G_0186,ROERANCE | 바디미스트,Q_BASED,2024-07-14,2024-07-15,8321149980,{8321149980},G마켓,2,1,
G_0187,BATHPA | 스크럽워시,PRICE_ONLY,2024-07-14,2024-07-15,2397735259,{2397735259},G마켓,1,0,
G_0188,BATHPA | 스크럽워시,PRICE_ONLY,2024-07-14,2024-07-15,C561340751,{C561340751},옥션,1,0,
G_0189,ROERANCE | 바디미스트,Q_BASED,2024-07-14,2024-07-15,B619607455,{B619607455},옥션,2,1,
G_0190,BATHPA | 바디 톤 업,PRICE_ONLY,2024-07-11,2024-07-15,46676643,{46676643},홈앤쇼핑,1,0,
G_0191,ROERANCE | 바디미스트,Q_BASED,2024-07-16,2024-07-17,B6196074550,{B6196074550},옥션,2,1,
G_0192,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-07-16,2024-07-17,B687962411,{B687962411},옥션,1,0,
G_0193,MIMI 모먼트 | 핸드워시,Q_BASED,2024-07-17,2024-07-18,B722843500,{B722843500},옥션,2,1,
G_0194,BORDO | 풋팩,PRICE_ONLY,2024-07-20,2024-07-22,B307002308,{B307002308},옥션,1,0,
G_0195,PEDISON 바디 | 청결제,Q_BASED,2024-07-21,2024-07-22,B377660277,{B377660277},옥션,2,1,
G_0196,ROERANCE | 바디미스트,Q_BASED,2024-07-15,2024-07-16,832114998,{832114998},G마켓,1,1,
G_0197,BATHPA | 바스솔트,PRICE_ONLY,2024-07-17,2024-07-18,1402797709,{1402797709},G마켓,1,0,
G_0198,ROERANCE | 바디미스트,Q_BASED,2024-07-19,2024-07-22,832114998,{832114998},G마켓,1,1,
G_0199,PEDISON 바디 | 여성청결제,Q_BASED,2024-07-19,2024-07-22,483648529,{483648529},G마켓,2,1,
G_0200,ROERANCE | 바디미스트,Q_BASED,2024-07-15,2024-07-16,B619607455,{B619607455},옥션,1,1,
G_0201,MIMI 퍼퓸 | 섬유향수,Q_BASED,2024-07-16,2024-07-23,1513422925,{1513422925},G마켓,1,1,
G_0202,BATHPA | 무드퍼퓸,Q_BASED,2024-07-16,2024-07-17,B867374399,{B867374399},옥션,1,1,
G_0203,CERACLINIC | 컬링 크림,PRICE_ONLY,2024-07-11,2024-07-15,47088126,{47088126},홈앤쇼핑,1,0,
G_0204,FRAIJOUR | 약쑥토너,Q_BASED,2024-07-22,2024-07-23,21606783003,{21606783003},GS이숍,1,1,
G_0205,BATHPA | 스크럽워시,PRICE_ONLY,2024-07-23,2024-07-24,1.0098E+12,"{1009799783003,1009799783004,1009799783005,1009799783006,1009799783007}",GS이숍,1,0,
G_0206,BATHPA | 스크럽워시,PRICE_ONLY,2024-07-23,2024-07-24,2397735259,{2397735259},G마켓,1,0,
G_0207,ROERANCE | 바디미스트,Q_BASED,2024-07-25,2024-07-26,832114998,{832114998},G마켓,1,1,
G_0208,PEDISON 바디 | 데오드바디,Q_BASED,2024-07-28,2024-07-29,1835943962,{1835943962},G마켓,2,1,
G_0209,PEDISON 바디 | 여성청결제,Q_BASED,2024-07-27,2024-07-29,483648529,{483648529},G마켓,2,1,
G_0210,BATHPA | 스크럽워시,PRICE_ONLY,2024-07-24,2024-07-25,C561340751,{C561340751},옥션,1,0,
G_0211,PEDISON 바디 | 데오드바디,Q_BASED,2024-07-27,2024-07-29,B872317852,{B872317852},옥션,2,1,
G_0212,MIMI 모먼트 | 핸드워시,Q_BASED,2024-07-28,2024-07-29,B722843500,{B722843500},옥션,2,1,
G_0213,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-07-24,2024-07-25,1692731979,{1692731979},옥션,1,0,
G_0214,FRAIJOUR | 약쑥크림,Q_BASED,2024-07-28,2024-07-29,50703532001,{50703532001},GS이숍,1,1,
G_0215,ROERANCE | 바디미스트,Q_BASED,2024-07-29,2024-07-30,36368524001,"{36368524001,36368524002,36368524004,36368524006,36368524008,36368524009,36368524010,36368524011}",GS이숍,2,1,
G_0216,FRAIJOUR | 약쑥토너,Q_BASED,2024-07-25,2024-07-26,44075301,{44075301},홈앤쇼핑,1,1,
G_0217,ROERANCE | 바디미스트,Q_BASED,2024-07-30,2024-07-31,832114998,{832114998},G마켓,1,1,
G_0218,MIMI 모먼트 | 핸드워시,Q_BASED,2024-07-30,2024-07-31,B722843500,{B722843500},옥션,2,1,
G_0219,BATHPA | 바스솔트,PRICE_ONLY,2024-08-01,2024-08-05,1402797709,{1402797709},G마켓,1,0,
G_0220,MIMI 모먼트 | 핸드워시,Q_BASED,2024-08-03,2024-08-05,1621412261,{1621412261},G마켓,2,1,
G_0221,PEDISON 바디 | 청결제,Q_BASED,2024-08-04,2024-08-05,B377660277,{B377660277},옥션,2,1,
G_0222,ROERANCE | 바디미스트,Q_BASED,2024-08-06,2024-08-07,832114998,{832114998},G마켓,1,1,
G_0223,BATHPA | 스크럽워시,PRICE_ONLY,2024-08-06,2024-08-07,2397735259,{2397735259},G마켓,1,0,
G_0224,PEDISON 바디 | 데오드바디,Q_BASED,2024-08-06,2024-08-07,B872317852,{B872317852},옥션,2,1,
G_0225,BATHPA | 바스솔트,PRICE_ONLY,2024-08-10,2024-08-12,1402797709,{1402797709},G마켓,1,0,
G_0226,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-08-11,2024-08-12,1692731979,{1692731979},G마켓,1,0,
G_0227,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-08-05,2024-08-06,B687962411,{B687962411},옥션,1,0,
G_0228,ROERANCE | 바디미스트,Q_BASED,2024-08-08,2024-08-09,B619607455,{B619607455},옥션,1,1,
G_0229,BATHPA | 스크럽워시,PRICE_ONLY,2024-08-09,2024-08-12,C561340751,{C561340751},옥션,1,0,
G_0230,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-08-11,2024-08-12,B687962411,{B687962411},옥션,1,0,
G_0231,PEDISON 바디 | 데오드바디,Q_BASED,2024-08-11,2024-08-12,B872317852,{B872317852},옥션,2,1,
G_0232,ROERANCE | 바디미스트,Q_BASED,2024-08-09,2024-08-12,37288192 001,"{37288192 001,37288192,37288192 003,37288192 004,37288192 005,37288192 006,37288192 030,37288192 008,37288192 050}",홈앤쇼핑,1,1,
G_0233,MIMI 모먼트 | 핸드워시,Q_BASED,2024-08-12,2024-08-14,1621412261,{1621412261},G마켓,1,1,
G_0234,BATHPA | 스크럽워시,PRICE_ONLY,2024-08-14,2024-08-16,2397735259,{2397735259},G마켓,1,0,
G_0235,ROERANCE | 바디미스트,Q_BASED,2024-08-17,2024-08-19,832114998,{832114998},G마켓,1,1,
G_0236,PEDISON 바디 | 여성청결제,Q_BASED,2024-08-18,2024-08-19,483648529,{483648529},G마켓,1,1,
G_0237,PEDISON 바디 | 데오드바디,Q_BASED,2024-08-17,2024-08-19,B872317852,{B872317852},옥션,2,1,
G_0238,ROERANCE | 바디미스트,Q_BASED,2024-08-18,2024-08-19,B619607455,{B619607455},옥션,1,1,
G_0239,BORDO | 풋팩,PRICE_ONLY,2024-08-13,2024-08-14,1501818790,{1501818790},G마켓,1,0,
G_0240,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-08-20,2024-08-21,B687962411,{B687962411},옥션,1,0,
G_0241,MIMI 모먼트 | 핸드워시,Q_BASED,2024-08-20,2024-08-21,1621412261,{1621412261},G마켓,1,1,
G_0242,PEDISON 바디 | 데오드바디,Q_BASED,2024-08-24,2024-08-26,B872317852,{B872317852},옥션,2,1,
G_0243,ROERANCE | 바디미스트,Q_BASED,2024-08-23,2024-08-26,832114998,{832114998},G마켓,1,1,
G_0244,PEDISON 바디 | 여성청결제,Q_BASED,2024-08-24,2024-08-26,483648529,{483648529},G마켓,1,1,
G_0245,BATHPA | 스크럽워시,PRICE_ONLY,2024-08-22,2024-08-23,C561340751,{C561340751},옥션,1,0,
G_0246,ROERANCE | 바디미스트,Q_BASED,2024-08-14,2024-08-16,37288192 001,"{37288192 001,37288192,37288192 003,37288192 004,37288192 005,37288192 006,37288192 030,37288192 008,37288192 050}",홈앤쇼핑,1,1,
G_0247,ROERANCE | 바디미스트,Q_BASED,2024-08-21,2024-08-22,37288192,{37288192},홈앤쇼핑,1,1,
G_0248,ROERANCE | 핸드워시,Q_BASED,2024-08-19,2024-08-21,1.00878E+12,{1008779285001},GS이숍,1,1,
G_0249,PEDISON 바디 | 여성청결제,Q_BASED,2024-08-22,2024-08-23,18182254,{18182254},GS이숍,1,1,
G_0250,ROERANCE | 바디미스트,Q_BASED,2024-08-28,2024-08-29,832114998,{832114998},G마켓,1,1,
G_0251,BATHPA | 스크럽워시,PRICE_ONLY,2024-08-29,2024-08-30,2397735259,{2397735259},G마켓,1,0,
G_0252,ROERANCE | 바디미스트,Q_BASED,2024-08-31,2024-09-02,B619607455,{B619607455},옥션,2,1,
G_0253,BATHPA | 스크럽워시,PRICE_ONLY,2024-08-28,2024-08-29,C561340751,{C561340751},옥션,1,0,
G_0254,ROERANCE | 바디미스트,Q_BASED,2024-08-27,2024-08-28,B619607455,{B619607455},옥션,2,1,
G_0255,CERACLINIC | 프로테인퀀치,Q_BASED,2024-08-23,2024-08-26,39931077,"{39931077,49065510,40299861}",홈앤쇼핑,1,1,
G_0256,PEDISON 바디 | 여성청결제,Q_BASED,2024-08-25,2024-08-26,18182254,{18182254},GS이숍,1,1,
G_0257,ROERANCE | 핸드워시,PRICE_ONLY,2024-08-26,2024-08-28,1008779285,{1008779285},GS이숍,1,0,
G_0258,MIMI 모먼트 | 미미로린스,PRICE_ONLY,2024-09-06,2024-09-09,qk9xwvpx,"{qk9xwvpx,q38oxz4e,q7kljexo,qgrwj1wv,nyyevgmy,n8r6eoow,5lomd36l}",그립,1,0,
G_0259,FRAIJOUR | 진세노사이드,PRICE_ONLY,2024-09-10,2024-09-11,1.00878E+12,{1008779285001},그립,1,0,
G_0260,ROSEMINE | 로즈마인,PRICE_ONLY,2024-09-11,2024-09-12,1.00878E+12,{1008779285001},그립,1,0,
G_0261,BATHPA | 바스파,PRICE_ONLY,2024-09-25,2024-09-26,1.00878E+12,{1008779285001},그립,1,0,
G_0262,ROSEMINE | 로즈마인,Q_BASED,2024-09-03,2024-09-04,1.05936E+12,{1059355721001},GS이숍,5,1,
G_0263,CHARCHAR | 어성초 캡슐샴푸,PRICE_ONLY,2024-08-29,2024-08-30,3982684887,{3982684887},G마켓,1,0,
G_0264,ROSEMINE | 스팀소프트,Q_BASED,2024-08-30,2024-09-02,38745287,{38745287},홈앤쇼핑,5,1,
G_0265,MIMI 모먼트 | 핸드워시,Q_BASED,2024-09-01,2024-09-02,1621412261,{1621412261},G마켓,1,1,
G_0266,ROSEMINE | 스팀소프트,Q_BASED,2024-09-05,2024-09-09,38745287,{38745287},홈앤쇼핑,5,1,
G_0267,CERACLINIC | 프로테인퀀치,Q_BASED,2024-09-06,2024-09-09,39931077,"{39931077,49065510,40299861}",홈앤쇼핑,1,1,
G_0268,ROSEMINE | 스팀소프트,Q_BASED,2024-09-02,2024-09-02,1.05936E+12,{1059355721001},GS이숍,5,1,
G_0269,ROSEMINE | 스팀소프트,Q_BASED,2024-09-07,2024-09-09,B897947013,{B897947013},옥션,5,1,
G_0270,ROERANCE | 바디미스트,Q_BASED,2024-09-08,2024-09-09,B619607455,{B619607455},옥션,1,1,
G_0271,BATHPA | 스크럽워시,PRICE_ONLY,2024-09-11,2024-09-12,2397735259,{2397735259},G마켓,1,0,
G_0272,ROERANCE | 바디미스트,Q_BASED,2024-09-14,2024-09-19,832114998,{832114998},G마켓,1,1,
G_0273,ROSEMINE | 스팀소프트,Q_BASED,2024-09-11,2024-09-12,B897947013,{B897947013},옥션,5,1,
G_0274,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-09-12,2024-09-13,B687962411,{B687962411},옥션,1,0,
G_0275,PEDISON 바디 | 여성청결제,Q_BASED,2024-09-12,2024-09-13,18182254,"{18182254,18182254004,18182254003,18182254005,18182254006,18182254001,18182254002}",GS이숍,1,1,
G_0276,FRAIJOUR | 약쑥토너,Q_BASED,2024-09-17,2024-09-19,21606783003,{21606783003},GS이숍,1,1,
G_0277,CERACLINIC | 노워시트리트먼트,Q_BASED,2024-09-21,2024-09-23,99116306001,{99116306001},GS이숍,1,1,
G_0278,BATHPA | 스크럽워시,PRICE_ONLY,2024-09-17,2024-09-19,2397735259,{2397735259},G마켓,1,0,
G_0279,ROERANCE | 바디미스트,Q_BASED,2024-09-19,2024-09-20,832114998,{832114998},G마켓,1,1,
G_0280,ROSEMINE | 스팀소프트,Q_BASED,2024-09-20,2024-09-23,465423945,{465423945},G마켓,5,1,
G_0281,MIMI 모먼트 | 핸드워시,Q_BASED,2024-09-20,2024-09-23,1621412261,{1621412261},G마켓,1,1,
G_0282,PEDISON 바디 | 여성청결제,Q_BASED,2024-09-21,2024-09-23,483648529,{483648529},G마켓,1,1,
G_0283,BATHPA | 스크럽워시,PRICE_ONLY,2024-09-23,2024-09-24,2397735259,{2397735259},G마켓,1,0,
G_0284,ROSEMINE | 키스바이핸드크림,PRICE_ONLY,2024-09-18,2024-09-19,B615183169,{B615183169},옥션,1,0,
G_0285,ROSEMINE | 퍼퓸드핸드크림,PRICE_ONLY,2024-09-22,2024-09-23,B743043434,{B743043434},옥션,1,0,
G_0286,BATHPA | 스크럽워시,PRICE_ONLY,2024-09-23,2024-09-24,C561340751,{C561340751},옥션,1,0,
G_0287,ROERANCE | 바디미스트,PRICE_ONLY,2024-10-08,2024-10-09,1.00878E+12,{1008779285001},그립,1,0,
G_0288,PEDISON 바디 | 여성청결제,PRICE_ONLY,2024-09-29,2024-09-30,483648529,{483648529},G마켓,1,0,
G_0289,BATHPA | 스크럽워시,PRICE_ONLY,2024-09-30,2024-10-02,2397735259,{2397735259},G마켓,1,0,
G_0290,BATHPA | 스크럽워시,PRICE_ONLY,2024-10-07,2024-10-08,2397735259,{2397735259},G마켓,1,0,
G_0291,ROERANCE | 바디미스트,Q_BASED,2024-10-03,2024-10-04,B619607455,{B619607455},옥션,1,1,
G_0292,BATHPA | 스크럽워시,PRICE_ONLY,2024-10-06,2024-10-07,C561340751,{C561340751},옥션,1,0,
G_0293,PEDISON 바디 | 데오드바디워시,PRICE_ONLY,2024-10-07,2024-10-08,B872317852,{B872317852},옥션,1,0,
G_0294,BATHPA | 바스솔트,Q_BASED,2024-10-08,2024-10-10,B581099953,{B581099953},옥션,1,1,
G_0295,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-10-08,2024-10-10,B687962411,{B687962411},옥션,1,0,
G_0296,CERACLINIC | 노워시트리트먼트,Q_BASED,2024-10-11,2024-10-14,99116306001,{99116306001},GS이숍,1,1,
G_0297,FRAIJOUR | 어성초수분크림,Q_BASED,2024-10-12,2024-10-14,1.00256E+12,{1002564011001},GS이숍,1,1,
G_0298,ROSEMINE | 키스핸드크림,Q_BASED,2024-10-10,2024-10-11,1686132991,{1686132991},G마켓,1,1,
G_0299,ROSEMINE | 퍼퓸드핸드크림,Q_BASED,2024-10-12,2024-10-14,1635199047,{1635199047},G마켓,1,1,
G_0300,MIMI 모먼트 | 핸드워시,PRICE_ONLY,2024-10-13,2024-10-14,1621412261,{1621412261},G마켓,1,0,
G_0301,ROSEMINE | 키스핸드크림,Q_BASED,2024-10-13,2024-10-14,B615183169,{B615183169},옥션,1,1,
G_0302,ROSEMINE | 키스핸드크림,Q_BASED,2024-10-18,2024-10-21,1686132991,{1686132991},G마켓,1,1,
G_0303,PEDISON 바디 | 여성청결제,Q_BASED,2024-10-18,2024-10-21,483648529,{483648529},G마켓,1,1,
G_0304,ROERANCE | 바디미스트,Q_BASED,2024-10-13,2024-10-14,B619607455,{B619607455},옥션,1,1,
G_0305,MIMI 모먼트 | 갤퍼퓸,Q_BASED,2024-10-15,2024-10-18,qk9xwvpx,{qk9xwvpx},그립,1,1,
G_0306,ROSEMINE | 퍼퓸드핸드크림,PRICE_ONLY,2024-10-15,2024-10-16,1635199047,{1635199047},G마켓,1,0,
G_0307,PEDISON 바디 | 여성청결제,Q_BASED,2024-10-22,2024-10-23,18182254,"{18182254,18182254004,18182254003,18182254005,18182254006,18182254001,18182254002}",GS이숍,1,1,
G_0308,CHARCHAR | 녹두폼클렌징,PRICE_ONLY,2024-10-19,2024-10-21,4174252523,{4174252523},G마켓,1,0,
G_0309,BATHPA | 스크럽워시,PRICE_ONLY,2024-10-21,2024-10-22,2397735259,{2397735259},G마켓,1,0,
G_0310,ROSEMINE | 퍼퓸드핸드크림,PRICE_ONLY,2024-10-26,2024-10-28,1635199047,{1635199047},G마켓,1,0,
G_0311,PEDISON 바디 | 여성청결제,Q_BASED,2024-10-27,2024-10-28,483648529,{483648529},G마켓,1,1,
G_0312,ROSEMINE | 키스핸드크림,PRICE_ONLY,2024-10-27,2024-10-28,1686132991,{1686132991},G마켓,1,0,
G_0313,ROSEMINE | 퍼퓸드핸드크림,PRICE_ONLY,2024-10-24,2024-10-28,38984706,"{38984706,39667042,37288192,38745287,42782040,47876992,48011353,46676643}",홈앤쇼핑,1,0,
G_0314,CERACLINIC | 프로테인퀀치,Q_BASED,2024-10-25,2024-10-28,39931077,"{39931077,49065510,40299861,49065509,49065508,47088126,49381214,49381213,49381211}",홈앤쇼핑,1,1,
G_0315,ROERANCE | 바디미스트,Q_BASED,2024-10-29,2024-10-30,B619607455,{B619607455},옥션,2,1,
G_0316,ROSEMINE | 키스바이핸드크림,PRICE_ONLY,2024-10-29,2024-10-30,B615183169,{B615183169},옥션,1,0,
G_0317,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-10-28,2024-10-29,B687962411,{B687962411},옥션,1,0,
G_0318,CHARCHAR | 녹두폼클렌징,PRICE_ONLY,2024-11-05,2024-11-10,E756037719,{E756037719},옥션,1,0,
G_0319,CHARCHAR | 헤어세럼,PRICE_ONLY,2024-11-12,2024-11-13,B687962411,{B687962411},옥션,1,0,
G_0320,PEDISON 바디 | 여성청결제,Q_BASED,2024-11-17,2024-11-18,483648529,{483648529},G마켓,1,1,
G_0321,CHARCHAR | 녹두클렌징폼,PRICE_ONLY,2024-11-19,2024-11-20,nxdw0zdo,{nxdw0zdo},그립,1,0,
G_0322,MIMI 모먼트 | 핸드워시,Q_BASED,2024-11-22,2024-11-25,nxdw0zdo,{nxdw0zdo},그립,1,1,
G_0323,MIMI 퍼퓸 | 딥퍼퓸300ml,Q_BASED,2024-11-23,2024-11-25,nxdw0zdo,{nxdw0zdo},그립,1,1,
G_0324,MIMI 퍼퓸 | 디퓨저,PRICE_ONLY,2024-11-24,2024-11-25,nxdw0zdo,{nxdw0zdo},그립,1,0,
G_0325,BORDO | 발각질제거팩,PRICE_ONLY,2024-11-25,2024-11-26,nxdw0zdo,{nxdw0zdo},그립,1,0,
G_0326,BATHPA | 스크럽워시,PRICE_ONLY,2024-11-26,2024-11-27,nxdw0zdo,{nxdw0zdo},그립,1,0,
G_0327,CHARCHAR | 녹두클렌징폼,PRICE_ONLY,2024-11-14,2024-11-19,51981159 001,{51981159 001},홈앤쇼핑,1,0,
G_0328,PEDISON 바디 | 여성청결제,Q_BASED,2024-11-26,2024-11-27,B377660277,{B377660277},옥션,2,1,
G_0329,FRAIJOUR | 약쑥토너,Q_BASED,2024-11-28,2024-11-29,21606783003,{21606783003},GS이숍,1,1,
G_0330,ROSEMINE | 퍼퓸드핸드크림,PRICE_ONLY,2024-11-28,2024-11-29,17173479,{17173479},GS이숍,1,0,
G_0331,BATHPA | 스크럽워시,PRICE_ONLY,2024-11-24,2024-11-25,2397735259,{2397735259},G마켓,1,0,
G_0332,ROERANCE | 바디미스트,Q_BASED,2024-11-23,2024-11-25,B619607455,{B619607455},옥션,2,1,
G_0333,PEDISON 바디 | 여성청결제,Q_BASED,2024-12-07,2024-12-09,18182254,"{18182254,18182254003,18182254005,18182254004}",GS이숍,1,1,
G_0334,BATHPA | 스크럽워시,Q_BASED,2024-12-09,2024-12-10,2397735259,{2397735259},G마켓,2,1,
G_0335,PEDISON 바디 | 여성청결제,Q_BASED,2024-12-10,2024-12-11,2397735259,{2397735259},G마켓,1,1,
G_0336,PEDISON 헤어 | 헤어미스트,Q_BASED,2024-12-18,2024-12-19,10081299,{10081299},공영홈쇼핑,1,1,
G_0337,PEDISON 바디 | 여성청결제,Q_BASED,2024-12-18,2024-12-19,11397378,{11397378},공영홈쇼핑,1,1,
G_0338,CHARCHAR | 헤어세럼,Q_BASED,2024-12-10,2024-12-11,1692731979,{1692731979},G마켓,1,1,
G_0339,ROSEMINE | 키스바이핸드크림,PRICE_ONLY,2024-12-14,2024-12-16,1686132991,{1686132991},G마켓,1,0,
G_0340,CHARCHAR | 헤어세럼,Q_BASED,2024-12-15,2024-12-16,B687962411,{B687962411},옥션,1,1,
G_0341,CERACLINIC | 헤어팩,Q_BASED,2024-12-26,2024-12-30,319371995,{319371995},카카오 톡스토어,1,1,
G_0342,BATHPA | 스크럽워시,Q_BASED,2024-12-21,2024-12-23,2397735259,{2397735259},G마켓,2,1,
G_0343,ROERANCE | 바디미스트,Q_BASED,2024-12-23,2024-12-24,B619607455,{B619607455},옥션,1,1,
G_0344,FRAIJOUR | 약쑥토너,Q_BASED,2025-01-01,2025-01-03,21606783003,{21606783003},GS이숍,1,1,
G_0345,PEDISON 바디 | 여성청결제,Q_BASED,2025-01-12,2025-01-14,18182254,{18182254},GS이숍,1,1,
G_0346,ROSEMINE | 스팀소프트,Q_BASED,2025-01-12,2025-01-14,1.05936E+12,{1059355721001},GS이숍,5,1,
